batf_id	batf_tag_count	chr_name	chromosome_id	cjun_id	cjun_tag_count	end	ets_id	ets_tag_count	id	id_0_1um_pcc	id_100um_k99a	id_10um_k99a	id_10um_pcc	id_no_peptide	irf4_id	irf4_tag_count	junb_id	junb_tag_count	jund_id	jund_tag_count	start	tag_count_0_1um_pcc	tag_count_100um_k99a	tag_count_10um_k99a	tag_count_10um_pcc	tag_count_no_peptide
0.0	0.0	chr10	9	0.0	0.0	111387373	0.0	0.0	22958	22958.0	23230.0	25883.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111386025	23.5	15.8	15.5	0.0	0.0
0.0	0.0	chr5	6	0.0	0.0	149235186	0.0	0.0	18651	23149.0	18651.0	24121.0	0.0	27992.0	40172.0	11.3	0.0	0.0	0.0	0.0	149234404	22.8	23.8	18.7	0.0	14.2
0.0	0.0	chr10	9	0.0	0.0	96648972	0.0	0.0	11885	17296.0	11885.0	25389.0	0.0	23853.0	54783.0	5.3	0.0	0.0	0.0	0.0	96647480	41.4	42.4	16.4	0.0	21.7
0.0	0.0	chr12	15	0.0	0.0	40580561	0.0	0.0	26210	33751.0	27846.0	26210.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40579929	8.64	10.7	15.1	0.0	0.0
0.0	0.0	chr11	13	0.0	0.0	49211337	0.0	0.0	19332	24056.0	19332.0	0.0	0.0	31993.0	0.0	0.0	0.0	0.0	0.0	0.0	49210325	21.0	22.6	0.0	0.0	9.18
0.0	0.0	chr18	20	0.0	0.0	53180117	0.0	0.0	29282	29282.0	30806.0	29178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53179441	13.0	8.48	10.9	0.0	0.0
0.0	0.0	chr13	14	0.0	0.0	95884745	0.0	0.0	28696	28696.0	29864.0	30037.0	0.0	0.0	43919.0	9.91	0.0	0.0	0.0	0.0	95884245	13.6	9.05	10.0	0.0	0.0
0.0	0.0	chr6	7	0.0	0.0	67070045	8810.0	8.58	16020	25240.0	16020.0	21101.0	0.0	27421.0	52740.0	6.22	0.0	0.0	57015.0	10.2	67069215	18.5	30.0	26.0	0.0	15.0
0.0	0.0	chr3	4	0.0	0.0	106494764	0.0	0.0	25529	25529.0	24836.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106494264	17.9	13.6	0.0	0.0	0.0
0.0	0.0	chr1	1	0.0	0.0	165826506	0.0	0.0	6834	0.0	6834.0	18529.0	29062.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	165823966	0.0	65.6	34.2	11.0	0.0
0.0	0.0	chr1	1	0.0	0.0	86492943	0.0	0.0	24783	0.0	24379.0	24783.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86492443	0.0	14.1	17.3	0.0	0.0
0.0	0.0	chr7	8	12782.0	29.3	98490861	0.0	0.0	8227	12257.0	6596.0	8227.0	0.0	30154.0	11142.0	35.7	0.0	0.0	15192.0	42.0	98487769	63.6	67.3	88.5	0.0	11.7
0.0	0.0	chr9	12	0.0	0.0	105486069	0.0	0.0	25003	25003.0	25487.0	28007.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105485269	19.1	13.0	12.3	0.0	0.0
0.0	0.0	chr5	6	0.0	0.0	92150038	0.0	0.0	27572	27572.0	27038.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92149338	14.8	11.3	0.0	0.0	0.0
0.0	0.0	chr15	16	0.0	0.0	80557809	0.0	0.0	27847	27847.0	27328.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80557309	14.8	11.3	0.0	0.0	0.0
0.0	0.0	chr10	9	0.0	0.0	121440533	0.0	0.0	27736	27736.0	27194.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121440033	14.8	11.3	0.0	0.0	0.0
0.0	0.0	chr3	4	0.0	0.0	146346208	0.0	0.0	30585	30585.0	30201.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	146345550	11.1	8.48	0.0	0.0	0.0
0.0	0.0	chr10	9	0.0	0.0	115586154	0.0	0.0	30813	30813.0	30502.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115585526	11.1	8.48	0.0	0.0	0.0
0.0	0.0	chr16	17	0.0	0.0	44728388	0.0	0.0	30969	30969.0	30740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44727888	11.1	8.48	0.0	0.0	0.0
20573.0	17.9	chr17	18	0.0	0.0	13884297	0.0	0.0	30989	30989.0	30757.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13883667	11.1	8.48	0.0	0.0	0.0
32043.0	8.94	chr5	6	0.0	0.0	103747806	0.0	0.0	30643	30643.0	30271.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103747306	11.1	8.48	0.0	0.0	0.0
0.0	0.0	chr1	1	0.0	0.0	82812492	0.0	0.0	30482	30482.0	30052.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82811860	11.1	8.48	0.0	0.0	0.0
0.0	0.0	chr10	9	24984.0	9.55	82893277	0.0	0.0	1510	0.0	1510.0	12336.0	21957.0	0.0	29553.0	16.6	0.0	0.0	48884.0	13.5	82889499	0.0	138.0	62.0	20.8	0.0
0.0	0.0	chr6	7	0.0	0.0	120454841	7930.0	9.93	24134	0.0	23546.0	24134.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120454215	0.0	15.3	18.7	0.0	0.0
11564.0	29.4	chr7	8	8933.0	38.2	123323735	0.0	0.0	10385	17578.0	10385.0	0.0	0.0	25902.0	4648.0	57.4	8781.0	51.0	2749.0	93.9	123322359	40.1	48.1	0.0	0.0	17.5
0.0	0.0	chr6	7	0.0	0.0	39201153	0.0	0.0	30131	30131.0	31198.0	31548.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39200653	11.7	7.92	8.21	0.0	0.0
3426.0	69.6	chr13	14	0.0	0.0	45852627	6916.0	11.7	14990	21085.0	14990.0	28087.0	0.0	27680.0	32995.0	14.8	12679.0	34.3	23925.0	30.4	45851777	28.4	32.8	12.3	0.0	15.0
0.0	0.0	chr8	10	9774.0	36.2	70869024	0.0	0.0	29612	29612.0	31319.0	28321.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70868382	12.3	7.92	11.9	0.0	0.0
0.0	0.0	chr4	5	0.0	0.0	154551022	0.0	0.0	15186	16937.0	13021.0	15186.0	31633.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154549780	42.6	38.5	47.9	9.24	0.0
30489.0	10.2	chr10	9	0.0	0.0	80738080	0.0	0.0	26180	0.0	26133.0	26180.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80737300	0.0	12.4	15.1	0.0	0.0
0.0	0.0	chr2	2	24846.0	9.55	128326378	0.0	0.0	15393	23099.0	14279.0	15393.0	0.0	0.0	8727.0	41.3	4121.0	87.7	16526.0	39.8	128324846	22.8	34.5	47.0	0.0	0.0
11561.0	29.4	chr7	8	0.0	0.0	113419955	0.0	0.0	26707	26707.0	26045.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36242.0	20.2	113419321	16.1	12.4	0.0	0.0	0.0
0.0	0.0	chr6	7	0.0	0.0	119338842	0.0	0.0	30155	30155.0	31229.0	31049.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119338124	11.7	7.92	8.67	0.0	0.0
2497.0	83.0	chr11	13	13573.0	28.0	79136180	0.0	0.0	337	19351.0	337.0	16701.0	21970.0	27625.0	2789.0	72.6	3615.0	95.2	3178.0	89.1	79128462	34.0	260.2	41.5	20.8	15.0
1323.0	113.1	chr13	14	9282.0	37.5	45926004	6917.0	11.7	5988	5988.0	3232.0	11432.0	0.0	17470.0	3457.0	66.2	1862.0	137.8	8166.0	59.2	45923546	109.3	98.4	67.1	0.0	40.0
6434.0	46.0	chr4	5	0.0	0.0	135074720	0.0	0.0	11045	11045.0	6236.0	17936.0	19154.0	0.0	6394.0	48.9	756.0	204.7	1051.0	127.8	135072604	70.4	69.6	36.5	26.6	0.0
0.0	0.0	chr19	21	0.0	0.0	58469400	0.0	0.0	30453	30453.0	30003.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58468900	11.7	9.05	0.0	0.0	0.0
0.0	0.0	chr9	12	0.0	0.0	46246952	0.0	0.0	30346	0.0	31368.0	30346.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46246452	0.0	7.92	9.58	0.0	0.0
0.0	0.0	chr6	7	0.0	0.0	54844440	0.0	0.0	31554	0.0	32583.0	31554.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54843806	0.0	6.79	8.21	0.0	0.0
0.0	0.0	chr16	17	0.0	0.0	87709748	0.0	0.0	17780	18656.0	13485.0	17780.0	24238.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87708818	36.4	37.3	37.4	17.3	0.0
0.0	0.0	chr2	2	0.0	0.0	173565482	0.0	0.0	27997	27997.0	28156.0	33585.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	173564682	14.2	10.2	6.39	0.0	0.0
0.0	0.0	chr4	5	0.0	0.0	149686497	0.0	0.0	27480	33424.0	29539.0	27480.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149685731	8.64	9.05	12.8	0.0	0.0
16407.0	21.7	chr5	6	0.0	0.0	52126819	0.0	0.0	27486	33444.0	29558.0	27486.0	0.0	0.0	31890.0	15.2	18638.0	15.0	16729.0	39.6	52125709	8.64	9.05	12.8	0.0	0.0
0.0	0.0	chr16	17	18180.0	20.5	36929162	0.0	0.0	3881	14494.0	3881.0	9457.0	17282.0	0.0	10414.0	37.3	0.0	0.0	31801.0	23.4	36925998	53.1	90.5	79.8	31.8	0.0
0.0	0.0	chr2	2	0.0	0.0	169515959	0.0	0.0	27843	0.0	28154.0	27843.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	169515459	0.0	10.2	12.3	0.0	0.0
0.0	0.0	chr9	12	0.0	0.0	44867265	0.0	0.0	15183	30764.0	15183.0	20207.0	0.0	29398.0	0.0	0.0	0.0	0.0	0.0	0.0	44866229	11.1	32.2	28.7	0.0	12.5
0.0	0.0	chr5	6	0.0	0.0	136581921	0.0	0.0	28935	0.0	29582.0	28935.0	0.0	0.0	35141.0	13.6	0.0	0.0	67544.0	6.73	136581421	0.0	9.05	10.9	0.0	0.0
0.0	0.0	chr1	1	0.0	0.0	85743120	0.0	0.0	28837	0.0	29388.0	28837.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85742620	0.0	9.05	10.9	0.0	0.0
0.0	0.0	chr4	5	0.0	0.0	83354460	0.0	0.0	31217	31217.0	32078.0	33613.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83353960	10.5	7.35	6.39	0.0	0.0
0.0	0.0	chr2	2	0.0	0.0	166027236	0.0	0.0	27483	27483.0	28151.0	29254.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166026464	14.8	10.2	10.5	0.0	0.0
0.0	0.0	chr13	14	0.0	0.0	17797131	0.0	0.0	21476	29793.0	21533.0	21476.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17795955	12.3	18.7	25.1	0.0	0.0
0.0	0.0	chr10	9	0.0	0.0	59699643	0.0	0.0	25319	25319.0	25502.0	28686.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59699017	18.5	13.0	11.4	0.0	0.0
0.0	0.0	chr8	10	0.0	0.0	46891331	0.0	0.0	27964	35097.0	29688.0	27964.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46890683	6.79	9.05	12.3	0.0	0.0
0.0	0.0	chr10	9	0.0	0.0	117811001	0.0	0.0	29103	29103.0	28531.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117810501	13.0	10.2	0.0	0.0	0.0
0.0	0.0	chr17	18	0.0	0.0	26533801	0.0	0.0	29248	29248.0	28769.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26533301	13.0	10.2	0.0	0.0	0.0
0.0	0.0	chr9	12	0.0	0.0	48548928	0.0	0.0	29064	29064.0	28435.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48548428	13.0	10.2	0.0	0.0	0.0
0.0	0.0	chr1	1	0.0	0.0	52171354	0.0	0.0	28809	28809.0	28062.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52170854	13.0	10.2	0.0	0.0	0.0
0.0	0.0	chr7	8	0.0	0.0	117470275	0.0	0.0	29016	29016.0	28370.0	0.0	0.0	0.0	0.0	0.0	17046.0	20.0	18142.0	37.4	117469623	13.0	10.2	0.0	0.0	0.0
0.0	0.0	chr5	6	0.0	0.0	134214198	0.0	0.0	28958	28958.0	28284.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134213698	13.0	10.2	0.0	0.0	0.0
0.0	0.0	chr18	20	0.0	0.0	61109041	0.0	0.0	30432	30432.0	31866.0	30149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61108281	11.7	7.92	10.0	0.0	0.0
0.0	0.0	chr18	20	0.0	0.0	12158619	0.0	0.0	33945	33945.0	32770.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12158119	8.64	6.79	0.0	0.0	0.0
0.0	0.0	chr7	8	0.0	0.0	83643914	0.0	0.0	33545	33545.0	32611.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83643272	8.64	6.79	0.0	0.0	0.0
0.0	0.0	chr8	10	0.0	0.0	72543420	0.0	0.0	33583	33583.0	32626.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72542920	8.64	6.79	0.0	0.0	0.0
0.0	0.0	chr17	18	0.0	0.0	70983342	0.0	0.0	33926	33926.0	32761.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70982842	8.64	6.79	0.0	0.0	0.0
0.0	0.0	chr15	16	0.0	0.0	37231991	0.0	0.0	33842	33842.0	32725.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37231491	8.64	6.79	0.0	0.0	0.0
0.0	0.0	chr19	21	0.0	0.0	45833342	0.0	0.0	26189	26189.0	25189.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45832638	17.3	13.6	0.0	0.0	0.0
5236.0	53.0	chr13	14	1545.0	86.7	96511391	0.0	0.0	15246	0.0	12578.0	15246.0	0.0	0.0	5630.0	52.3	609.0	222.2	501.0	156.1	96510211	0.0	40.2	47.9	0.0	0.0
0.0	0.0	chr8	10	0.0	0.0	34080736	0.0	0.0	22160	22160.0	22530.0	22313.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34079992	25.3	17.0	22.8	0.0	0.0
0.0	0.0	chr6	7	0.0	0.0	121150247	0.0	0.0	28526	28526.0	27643.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121149487	13.6	10.7	0.0	0.0	0.0
0.0	0.0	chr19	21	0.0	0.0	36476443	0.0	0.0	23591	23591.0	22360.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36475207	22.2	17.5	0.0	0.0	0.0
0.0	0.0	chr15	16	0.0	0.0	5511435	0.0	0.0	5597	27827.0	5597.0	23797.0	0.0	28844.0	0.0	0.0	0.0	0.0	0.0	0.0	5508801	14.8	74.7	19.6	0.0	13.3
34679.0	6.39	chr4	5	0.0	0.0	6561952	9049.0	8.13	28249	33378.0	30203.0	28249.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6561452	8.64	8.48	11.9	0.0	0.0
0.0	0.0	chr9	12	0.0	0.0	47739809	0.0	0.0	17191	22174.0	17191.0	22516.0	29344.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47738725	25.3	27.1	22.4	11.0	0.0
0.0	0.0	chr4	5	0.0	0.0	15272409	0.0	0.0	26582	0.0	26523.0	26582.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15271909	0.0	11.9	14.1	0.0	0.0
24477.0	14.7	chr19	21	0.0	0.0	45222068	0.0	0.0	21367	21367.0	21020.0	25040.0	0.0	0.0	3003.0	70.3	0.0	0.0	39097.0	18.6	45221128	27.8	19.8	17.3	0.0	0.0
0.0	0.0	chr18	20	15658.0	24.6	82529985	0.0	0.0	13503	21361.0	13503.0	19998.0	0.0	26186.0	11659.0	34.8	0.0	0.0	17887.0	37.9	82528737	27.8	37.3	29.7	0.0	17.5
17239.0	21.1	chr15	16	0.0	0.0	67145495	0.0	0.0	15668	18487.0	12254.0	15668.0	28390.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67143897	37.0	41.3	46.1	12.1	0.0
30351.0	10.2	chr8	10	0.0	0.0	33664520	0.0	0.0	22418	22418.0	22152.0	25350.0	0.0	0.0	0.0	0.0	0.0	0.0	48188.0	13.7	33663348	24.7	17.5	16.4	0.0	0.0
0.0	0.0	chr18	20	0.0	0.0	41752957	0.0	0.0	33161	33161.0	32420.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41752457	9.26	7.35	0.0	0.0	0.0
0.0	0.0	chr2	2	0.0	0.0	52378874	0.0	0.0	23092	23092.0	21674.0	0.0	0.0	0.0	18573.0	24.9	19700.0	10.9	0.0	0.0	52378374	22.8	18.1	0.0	0.0	0.0
0.0	0.0	chr2	2	0.0	0.0	165167227	0.0	0.0	22813	24901.0	23914.0	22813.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	165166555	19.1	14.7	21.4	0.0	0.0
0.0	0.0	chr6	7	0.0	0.0	134115137	0.0	0.0	31056	0.0	32150.0	31056.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134114637	0.0	7.35	8.67	0.0	0.0
0.0	0.0	chr13	14	0.0	0.0	28811915	0.0	0.0	31219	0.0	32320.0	31219.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28811267	0.0	7.35	8.67	0.0	0.0
0.0	0.0	chr3	4	0.0	0.0	37057319	0.0	0.0	29701	0.0	30161.0	29701.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37056819	0.0	8.48	10.0	0.0	0.0
0.0	0.0	chr10	9	0.0	0.0	78285468	0.0	0.0	29928	0.0	30492.0	29928.0	0.0	0.0	51758.0	6.69	0.0	0.0	64444.0	7.8	78284968	0.0	8.48	10.0	0.0	0.0
0.0	0.0	chr1	1	0.0	0.0	60786439	0.0	0.0	29627	0.0	30046.0	29627.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60785939	0.0	8.48	10.0	0.0	0.0
0.0	0.0	chr2	2	0.0	0.0	169724199	0.0	0.0	29699	0.0	30146.0	29699.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	169723569	0.0	8.48	10.0	0.0	0.0
0.0	0.0	chr11	13	0.0	0.0	67578362	0.0	0.0	29958	0.0	30534.0	29958.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67577862	0.0	8.48	10.0	0.0	0.0
0.0	0.0	chr10	9	0.0	0.0	39458758	0.0	0.0	28163	28163.0	27174.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39458258	14.2	11.3	0.0	0.0	0.0
