0	chr14	54136031	54237399	0
1	chr9	32493205	32526873	0
2	chr8	111558238	111598716	0
3	chr6	41530819	41559571	0
4	chr8	81765305	81796077	0
5	chr2	6702886	6725910	0
6	chr14	75173105	75198105	0
7	chr8	72341333	72366397	0
8	chr15	74917585	74940203	0
9	chr2	29653063	29680649	0
10	chr4	150562698	150588616	0
11	chr14	40942342	40960996	0
12	chr15	80597533	80621547	0
13	chr4	32246837	32270107	0
14	chr3	131149390	131173928	0
15	chr1	165833593	165853605	0
16	chr12	110490362	110508208	0
17	chr17	84113529	84129795	0
18	chr7	16039228	16057768	0
19	chr9	63710184	63729552	0
20	chr2	18942406	18961526	0
21	chr12	107917463	107938767	0
22	chr19	32261562	32278510	0
23	chrX	48422574	48444944	0
24	chr11	106657438	106677060	0
25	chr1	134058134	134069772	0
26	chr18	50026114	50043904	0
27	chr2	166617436	166633252	0
28	chr9	13296133	13306543	0
29	chr1	88574817	88589569	0
30	chr2	103649600	103665136	0
31	chr1	128600971	128619245	0
32	chr6	94672213	94688093	0
33	chr15	77796368	77810990	0
34	chr12	80803072	80824114	0
35	chr13	43438249	43457971	0
36	chr3	89859348	89879130	0
37	chr7	114079308	114097148	0
38	chr12	103330354	103345584	0
39	chr18	82524254	82539482	0
40	chr6	83409186	83424074	0
41	chr2	18914072	18929656	0
42	chr12	113040771	113053039	0
43	chr9	63729959	63743365	0
44	chr3	115678192	115695638	0
45	chr8	119419014	119430336	0
46	chr11	107440812	107456030	0
47	chr6	128832951	128846467	0
48	chr5	120682527	120698719	0
49	chr12	102364546	102376798	0
50	chr2	174611557	174620971	0
51	chr9	61660281	61672383	0
52	chr10	59969047	59982549	0
53	chr3	52269861	52286031	0
54	chr4	134113498	134124686	0
55	chr5	124073123	124085413	0
56	chr16	52053740	52069864	0
57	chr8	122978081	122995835	0
58	chr6	142944162	142956444	0
59	chr1	38657263	38667003	0
60	chr11	107407611	107423879	0
61	chr4	140944497	140955239	0
62	chr17	84139693	84149887	0
63	chr2	158714900	158725820	0
64	chr1	165816010	165830730	0
65	chr2	166014337	166033619	0
66	chr8	126658584	126668574	0
67	chr9	44481749	44491201	0
68	chr11	99159846	99173080	0
69	chr1	134092259	134100753	0
70	chr6	125476366	125487486	0
71	chr4	59327699	59341229	0
72	chr1	88634723	88649623	0
73	chr2	103631745	103645991	0
74	chr15	55841513	55855467	0
75	chr1	106559611	106573167	0
76	chr4	101212520	101228178	0
77	chr19	47444784	47455916	0
78	chr10	39483241	39495175	0
79	chr12	73623336	73638510	0
80	chr17	28006053	28016441	0
81	chr3	21934892	21945102	0
82	chr7	73605191	73620273	0
83	chr1	36917867	36931893	0
84	chr2	71807962	71817788	0
85	chr2	170216505	170224705	0
86	chr18	56462673	56474767	0
87	chr7	126173630	126187206	0
88	chr1	39915575	39927919	0
89	chr12	73708792	73722796	0
90	chr11	11563285	11574967	0
91	chr9	32922313	32935467	0
92	chr10	12804045	12815983	0
93	chr5	140590372	140599338	0
94	chr2	158158510	158167992	0
95	chr12	113421077	113431533	0
96	chr14	73115031	73125331	0
97	chr2	75680593	75694685	0
98	chr7	75581605	75593393	0
99	chr7	125629677	125639819	0
100	chr13	95955950	95966320	0
101	chr9	41133941	41148375	0
102	chr1	155080654	155093672	0
103	chr15	97370545	97384041	0
104	chr10	59894938	59904454	0
105	chr8	84196858	84204708	0
106	chr1	92077942	92087834	0
107	chr11	52304406	52317562	0
108	chr5	96910337	96919515	0
109	chr10	19183654	19196358	0
110	chr14	25469305	25478663	0
111	chr7	63983427	63992061	0
112	chr19	12470069	12480387	0
113	chr5	122227885	122237545	0
114	chr1	37306643	37319637	0
115	chr7	74688891	74699953	0
116	chr19	10781083	10790997	0
117	chr3	88508169	88515751	0
118	chr19	53179838	53192458	0
119	chr9	61675805	61684619	0
120	chr4	135148489	135160289	0
121	chr6	99392397	99407883	0
122	chr10	96685142	96699226	0
123	chr2	174597804	174610202	0
124	chr4	32286940	32299026	0
125	chr11	79651961	79662961	0
126	chr2	126494886	126502218	0
127	chr9	21446666	21457720	0
128	chr5	134265662	134278364	0
129	chr17	84302631	84315133	0
130	chr12	99556955	99566213	0
131	chr8	122996396	123011268	0
132	chr3	79171769	79184719	0
133	chr5	142438412	142446588	0
134	chr6	99367766	99381534	0
135	chr17	29391960	29399062	0
136	chr9	100454074	100464494	0
137	chr9	15013314	15024420	0
138	chr10	21904577	21914381	0
139	chr18	20956340	20966728	0
140	chr2	127921394	127931492	0
141	chr6	108531119	108539257	0
142	chr4	124750914	124760600	0
143	chr11	74567426	74576402	0
144	chr1	36259416	36269320	0
145	chr2	103678787	103687471	0
146	chr19	57121674	57133802	0
147	chr11	21170240	21182770	0
148	chr11	52291669	52303447	0
149	chr1	87869471	87880033	0
150	chr1	37470716	37481642	0
151	chr6	54846008	54857178	0
152	chr5	142924900	142933644	0
153	chr3	115812643	115823607	0
154	chr19	53192898	53200822	0
155	chr12	86829318	86837690	0
156	chr10	44442660	44451932	0
157	chr12	106024671	106035713	0
158	chr2	13405601	13415659	0
159	chr9	122121551	122132679	0
160	chr1	80408487	80419981	0
161	chr4	8795433	8808135	0
162	chr9	44025508	44037274	0
163	chr17	84326940	84339034	0
164	chr11	44536774	44546884	0
165	chr10	121425004	121433766	0
166	chr3	21982642	21993036	0
167	chr11	98456636	98466120	0
168	chr12	33313558	33318772	0
169	chr4	101178763	101189075	0
170	chr11	5172344	5182436	0
171	chr15	64254281	64268417	0
172	chr14	121322974	121333002	0
173	chr11	54724002	54733762	0
174	chr4	123569730	123579410	0
175	chr4	32333606	32345620	0
176	chr10	82886186	82896100	0
177	chr8	94408726	94417426	0
178	chr9	61701619	61709789	0
179	chr11	117875796	117884646	0
180	chr14	121985866	121997848	0
181	chr1	91089950	91099524	0
182	chr4	134749586	134758346	0
183	chr11	98469287	98482023	0
184	chr10	116911474	116922690	0
185	chr11	5428809	5438907	0
186	chr15	5508688	5519422	0
187	chr14	31406878	31418610	0
188	chr1	181226274	181233244	0
189	chr10	19060390	19068978	0
190	chr11	48852734	48859788	0
191	chr9	45245068	45253706	0
192	chr3	115798397	115807515	0
193	chr19	32178729	32190123	0
194	chr7	25203209	25210667	0
195	chr12	12285379	12294981	0
196	chr6	114871531	114879175	0
197	chr12	86800330	86809110	0
198	chr1	40472385	40481161	0
199	chr16	4190301	4208263	0
200	chr5	118078153	118086129	0
201	chr6	87498977	87506387	0
202	chr11	104661268	104671044	0
203	chr18	64917981	64926805	0
204	chr13	37556954	37563620	0
205	chr15	81039052	81047140	0
206	chr5	34194653	34201211	0
207	chr4	59273242	59283902	0
208	chr12	108760169	108767293	0
209	chr17	6475070	6477562	0
210	chr7	75608530	75615948	0
211	chr13	73732348	73738798	0
212	chr8	116585616	116592704	0
213	chr9	96391480	96400200	0
214	chr1	34477773	34485753	0
215	chr6	146076442	146084086	0
216	chr2	59466408	59476736	0
217	chr13	44805320	44817062	0
218	chr2	32161947	32171823	0
219	chr5	146776920	146786826	0
220	chr15	64205410	64214074	0
221	chr5	107958477	107968481	0
222	chr11	118142114	118149628	0
223	chr12	26397925	26407639	0
224	chr11	119051858	119059154	0
225	chr9	46149314	46157918	0
226	chr6	134363986	134369644	0
227	chr3	60569537	60584915	0
228	chr9	63130989	63135585	0
229	chr9	116132593	116141305	0
230	chr14	25853801	25859697	0
231	chr2	13755621	13765473	0
232	chr2	91077914	91085098	0
233	chr8	124312838	124321564	0
234	chr10	67064548	67074372	0
235	chr8	119783103	119790721	0
236	chr5	105647552	105654940	0
237	chr2	117414885	117422847	0
238	chr5	100578125	100588975	0
239	chr11	79610186	79616934	0
240	chr11	57680600	57689194	0
241	chr11	118195439	118204977	0
242	chr12	85967994	85975014	0
243	chr2	32489626	32497516	0
244	chr3	100554660	100564600	0
245	chr5	107945731	107956681	0
246	chrX	167098888	167112684	0
247	chr6	48661651	48671015	0
248	chr17	84177204	84184486	0
249	chr9	44015619	44024793	0
250	chr9	66274488	66282866	0
251	chr1	60770828	60782622	0
252	chr1	138185922	138194142	0
253	chr9	115607182	115614480	0
254	chr11	97823110	97831078	0
255	chr8	13683114	13689996	0
256	chr17	72932815	72941975	0
257	chr12	102288121	102298639	0
258	chr6	121223499	121230757	0
259	chr10	19998880	20008026	0
260	chr7	73592176	73600984	0
261	chr1	164955457	164964399	0
262	chr3	52567433	52576647	0
263	chr17	13541682	13545912	0
264	chr9	123753966	123764606	0
265	chr11	45869892	45881358	0
266	chr11	99102143	99112137	0
267	chr13	109818792	109826208	0
268	chr3	52395425	52402057	0
269	chr7	75648208	75658656	0
270	chr13	46732879	46740251	0
271	chr9	116186974	116196262	0
272	chr4	129806493	129815565	0
273	chr17	52158286	52169680	0
274	chr4	149853534	149859884	0
275	chr2	18607196	18610802	0
276	chr8	83767840	83776284	0
277	chr8	114876658	114883294	0
278	chr12	33043365	33053009	0
279	chr11	52318223	52328797	0
280	chr13	112431923	112440415	0
281	chr10	6985926	6994210	0
282	chr15	85652422	85659216	0
283	chr7	128620745	128632351	0
284	chr15	97462684	97472338	0
285	chr11	97803423	97813067	0
286	chr18	4919670	4925070	0
287	chr4	119124594	119130164	0
288	chr4	101167204	101177888	0
289	chr12	16005246	16013096	0
290	chr13	117235285	117245891	0
291	chr14	31397824	31404562	0
292	chr6	142913327	142921251	0
293	chr3	52338391	52344643	0
294	chr12	102670754	102677874	0
295	chr9	77952664	77962818	0
296	chr11	52335640	52343566	0
297	chr10	96720218	96728850	0
298	chr9	122226352	122235896	0
299	chr12	17723263	17729949	0
300	chr19	44280307	44285825	0
301	chr3	52836244	52846438	0
302	chr19	53804061	53811783	0
303	chr1	39940662	39951886	0
304	chr3	105891300	105896120	0
305	chr11	119927921	119936293	0
306	chr13	20181071	20188789	0
307	chr1	173435243	173442795	0
308	chr1	125461798	125469516	0
309	chr11	53838641	53846771	0
310	chr11	99129830	99137910	0
311	chr3	103382692	103390866	0
312	chr2	3733902	3744680	0
313	chr1	88652242	88658302	0
314	chr4	98434809	98443023	0
315	chr11	30160195	30168635	0
316	chr11	77377608	77389944	0
317	chr9	121672857	121680007	0
318	chr4	133168348	133176542	0
319	chr4	62660648	62665408	0
320	chr14	121309626	121318762	0
321	chr17	12777469	12783629	0
322	chr16	34092688	34096306	0
323	chr19	45574479	45579639	0
324	chr9	119740480	119746012	0
325	chr14	31660348	31665142	0
326	chr17	83275359	83280367	0
327	chr1	92047793	92056131	0
328	chr7	127476927	127483323	0
329	chr8	122949088	122959490	0
330	chr7	75773678	75783522	0
331	chr2	24744424	24751344	0
332	chr1	92101193	92106885	0
333	chr1	127314811	127323319	0
334	chr16	32123713	32131401	0
335	chr1	138297114	138305534	0
336	chr3	96573776	96580088	0
337	chr19	32252167	32260775	0
338	chr17	29301159	29307069	0
339	chr11	117948622	117956186	0
340	chr7	90340679	90349665	0
341	chr15	27780501	27787143	0
342	chr9	110456915	110462747	0
343	chr5	140636129	140643437	0
344	chr16	95746559	95754521	0
345	chr12	79623394	79631130	0
346	chr2	132508487	132514767	0
347	chr8	35424918	35432628	0
348	chr9	73081990	73090326	0
349	chr2	62389565	62395839	0
350	chr2	164937989	164944123	0
351	chr12	16525263	16533735	0
352	chr6	54823961	54834563	0
353	chr18	68225189	68231257	0
354	chr7	139949248	139952402	0
355	chr11	32008462	32015520	0
356	chr18	14653203	14659429	0
357	chr10	118078406	118088106	0
358	chr8	13647894	13655970	0
359	chr11	75278636	75284066	0
360	chr7	139397643	139403303	0
361	chr1	127210829	127217329	0
362	chr14	122008552	122016296	0
363	chr11	76491524	76497388	0
364	chr9	41114878	41123170	0
365	chr10	94826650	94830014	0
366	chr4	132035499	132042965	0
367	chr11	102217026	102223964	0
368	chr4	102502417	102508279	0
369	chr12	77532980	77541116	0
370	chr10	13980625	13991061	0
371	chr16	44960532	44967626	0
372	chr14	54120763	54129983	0
373	chr18	39515536	39520874	0
374	chr17	52146198	52155608	0
375	chr16	24908463	24914999	0
376	chr12	79436529	79445615	0
377	chr9	121313222	121318884	0
378	chr4	95192651	95198663	0
379	chr8	122936893	122946883	0
380	chr10	81428897	81435439	0
381	chr11	58029454	58037592	0
382	chr3	97294133	97299001	0
383	chr5	140869903	140875603	0
384	chr15	73134230	73140976	0
