3149	chr12	52829300	52832818	0
3150	chr11	45794309	45796315	0
3151	chr9	118479542	118482014	0
3152	chr15	99340961	99342969	0
3153	chr1	80670228	80672110	0
3154	chr15	68227327	68228927	0
3155	chr17	84844239	84845999	0
3156	chr1	39925560	39927014	0
3157	chr12	73341702	73343088	0
3158	chr15	6597815	6600051	0
3159	chr5	90339065	90340757	0
3160	chr2	3418504	3419728	0
3161	chr1	52021761	52023097	0
3162	chr7	58711008	58712074	0
3163	chr1	82897553	82899305	0
3164	chr19	3768660	3769422	0
3165	chr11	57445030	57446440	0
3166	chr7	58729436	58730738	0
3167	chr10	116568188	116569716	0
3168	chr6	49208191	49209421	0
3169	chr9	110907094	110908354	0
3170	chr18	75410510	75411568	0
3171	chr1	80409414	80411276	0
3172	chr3	89801036	89802334	0
3173	chr7	126808547	126809715	0
3174	chr11	99188705	99190239	0
3175	chr3	146583565	146584467	0
3176	chr13	96510211	96511391	0
3177	chr18	64930869	64931949	0
3178	chr2	128324846	128326378	0
3179	chr5	148594815	148596329	0
3180	chr12	36135654	36136882	0
3181	chr15	76189715	76191013	0
3182	chr1	191382314	191384636	0
3183	chr2	34073537	34074885	0
3184	chr11	23762278	23764030	0
3185	chr6	134700394	134701320	0
3186	chr8	111549573	111550921	0
3187	chr10	18139136	18139888	0
3188	chr13	111778012	111779052	0
3189	chr13	23453344	23454094	0
3190	chr6	129208554	129209974	0
3191	chr1	131083531	131085099	0
3192	chr1	189855126	189856542	0
3193	chr4	145266267	145267715	0
3194	chr19	40708386	40709650	0
3195	chr4	40882367	40883197	0
3196	chr12	73624061	73625223	0
3197	chrX	107250520	107252686	0
3198	chr9	56075685	56076489	0
3199	chr7	58568403	58569607	0
3200	chr11	54151341	54152265	0
3201	chr11	97275081	97276791	0
3202	chr19	45789762	45791062	0
3203	chr2	29677893	29679491	0
3204	chr11	11878429	11879211	0
3205	chr19	12001990	12003500	0
3206	chrX	159735938	159737826	0
3207	chr9	118678848	118679756	0
3208	chr11	62751633	62752415	0
3209	chr18	46201007	46201761	0
3210	chr5	149320509	149321297	0
3211	chr9	14925719	14926631	0
3212	chr7	99889564	99890324	0
3213	chr15	27923415	27924189	0
3214	chr6	86599432	86600418	0
3215	chr17	63093340	63094372	0
3216	chr19	3567599	3568761	0
3217	chr1	125473465	125474581	0
3218	chr2	29110443	29111953	0
3219	chr6	49021608	49022512	0
3220	chr7	30409167	30409927	0
3221	chr11	77385459	77386087	0
3222	chr16	49887869	49888815	0
3223	chr4	32348887	32349855	0
3224	chr9	96787644	96788144	0
3225	chr10	19504633	19505529	0
3226	chr13	51115586	51116648	0
3227	chr17	6764902	6765960	0
3228	chr1	80416113	80416951	0
3229	chr14	75516322	75517178	0
3230	chr3	107080954	107081708	0
3231	chr5	142936133	142936883	0
3232	chr9	32613044	32614010	0
3233	chr9	78073190	78074134	0
3234	chr11	114875456	114876236	0
3235	chr14	67057118	67058154	0
3236	chr3	59203978	59205044	0
3237	chr4	152197006	152198222	0
3238	chr6	134147795	134148633	0
3239	chr7	90340992	90341752	0
3240	chr7	113262444	113263840	0
3241	chr10	116934398	116935690	0
3242	chr12	99874249	99875769	0
3243	chr14	122223583	122224263	0
3244	chr16	90043471	90044131	0
3245	chr2	32550155	32551533	0
3246	chr7	72269682	72270680	0
3247	chr8	105640053	105640981	0
3248	chr16	24703755	24704695	0
3249	chrX	93288648	93290448	0
3250	chr6	108552595	108553395	0
3251	chr9	58554070	58555688	0
3252	chr11	105444465	105445683	0
3253	chr15	60099947	60100621	0
3254	chr18	75322232	75323530	0
3255	chr6	99200146	99201052	0
3256	chr10	37236033	37236855	0
3257	chr18	46515093	46516199	0
3258	chr2	60221546	60223270	0
3259	chr5	96979800	96980634	0
3260	chr8	75081443	75082867	0
3261	chr8	122666259	122667031	0
3262	chr9	13484366	13485280	0
3263	chr11	107529378	107530278	0
3264	chr12	76866774	76867562	0
3265	chr13	23592812	23593702	0
3266	chr16	44546731	44547357	0
3267	chr18	11882706	11884024	0
3268	chr18	75502330	75503116	0
3269	chr1	55018924	55020114	0
3270	chr8	4677002	4677752	0
3271	chr9	40397049	40397673	0
3272	chr11	85574144	85575074	0
3273	chr5	117953716	117954536	0
3274	chr13	40921593	40923239	0
3275	chr15	98506315	98507071	0
3276	chr2	60716895	60717521	0
3277	chr3	33838220	33838962	0
3278	chr11	21549673	21550697	0
3279	chr15	82920950	82922342	0
3280	chr1	23379467	23380597	0
3281	chr3	103927508	103928008	0
3282	chr7	67352689	67353365	0
3283	chr10	7818485	7819833	0
3284	chr11	80479549	80481467	0
3285	chr1	36281487	36282673	0
3286	chr3	89319799	89320821	0
3287	chr6	83456828	83457328	0
3288	chr6	115559605	115560675	0
3289	chr6	129225227	129225957	0
3290	chr9	72039606	72040572	0
3291	chr15	82152720	82153474	0
3292	chr17	83906290	83906924	0
3293	chr2	160779922	160780754	0
3294	chr5	88727110	88728010	0
3295	chr6	51362459	51362959	0
3296	chr6	127574231	127574865	0
3297	chr10	45820956	45821456	0
3298	chr10	60028189	60029081	0
3299	chr13	109189457	109190531	0
3300	chr15	58654858	58655358	0
3301	chrX	96104383	96105963	0
3302	chr2	30527040	30527676	0
3303	chr2	31454378	31455514	0
3304	chr3	27321885	27323101	0
3305	chr7	80171170	80171962	0
3306	chr11	86371142	86371776	0
3307	chr1	171994733	171995775	0
3308	chr6	145853335	145854017	0
3309	chr7	98083960	98085512	0
3310	chr9	67813138	67814036	0
3311	chr10	83644086	83644738	0
3312	chr13	43473771	43474435	0
3313	chr15	6518830	6520074	0
3314	chr3	9719104	9719896	0
3315	chr3	60580332	60581180	0
3316	chr4	88877862	88878362	0
3317	chr16	45794605	45795675	0
3318	chr18	24046346	24047250	0
3319	chr5	32745477	32746633	0
3320	chr5	100079391	100079891	0
3321	chr5	137686484	137687394	0
3322	chr7	44586568	44587590	0
3323	chr9	7767611	7768111	0
3324	chr10	39455699	39456347	0
3325	chr13	17795955	17797131	0
3326	chr14	21526035	21526761	0
3327	chr15	3356181	3356681	0
3328	chr16	95999374	96000136	0
3329	chr17	26228028	26228528	0
3330	chr18	64527170	64527670	0
3331	chr4	121200270	121201690	0
3332	chr5	148673830	148674640	0
3333	chr8	31115536	31116036	0
3334	chr8	31176693	31177193	0
3335	chr8	128165762	128166612	0
3336	chr9	61662253	61662753	0
3337	chr10	19521477	19521977	0
3338	chr10	26325439	26326211	0
3339	chr11	17191828	17192462	0
3340	chr11	22936471	22937245	0
3341	chr11	116378933	116379821	0
3342	chr12	114615847	114616757	0
3343	chr13	92274511	92275409	0
3344	chr19	53169266	53169766	0
3345	chrX	107099926	107101670	0
3346	chr2	61169666	61170432	0
3347	chr3	69142505	69143257	0
3348	chr3	79181579	79182079	0
3349	chr3	106828650	106829650	0
3350	chr8	106642016	106643046	0
3351	chr15	5413803	5414601	0
3352	chr16	77028625	77029827	0
3353	chr18	32990536	32991334	0
3354	chr18	68213972	68214704	0
3355	chr19	16140073	16141265	0
3356	chrX	77580369	77581735	0
3357	chr1	6454437	6455115	0
3358	chr1	13301365	13301865	0
3359	chr1	21271459	21271959	0
3360	chr1	60919859	60920651	0
3361	chr2	152914250	152915050	0
3362	chr2	153319121	153319749	0
3363	chr5	140206308	140207406	0
3364	chr7	128048224	128049260	0
3365	chr10	38884588	38885270	0
3366	chr11	50287253	50287753	0
3367	chr14	66195381	66195881	0
3368	chr16	44691371	44692143	0
3369	chr4	6950243	6950743	0
3370	chr6	67169954	67170714	0
3371	chr6	82739940	82740698	0
3372	chr11	80614372	80614872	0
3373	chr11	87678786	87679740	0
3374	chr11	98355475	98356389	0
3375	chr12	4552252	4553070	0
3376	chr16	95359979	95360753	0
3377	chr18	61570322	61571028	0
3378	chr1	155361700	155362802	0
3379	chr3	100819091	100819591	0
3380	chr3	131127338	131128252	0
3381	chr6	49051670	49052170	0
3382	chr9	77683640	77684404	0
3383	chr13	51758773	51759671	0
3384	chr18	24214342	24214974	0
3385	chr19	28974860	28975486	0
3386	chrX	159680331	159681427	0
3387	chrX	164245068	164247012	0
3388	chr1	80702718	80703346	0
3389	chr1	86471860	86472786	0
3390	chr1	161183658	161184284	0
3391	chr2	24744687	24745187	0
3392	chr2	83625654	83626280	0
3393	chr3	68973242	68974018	0
3394	chr3	131125755	131126387	0
3395	chr4	32238167	32238795	0
3396	chr5	3355752	3356412	0
3397	chr6	99269748	99270518	0
3398	chr7	68138896	68139660	0
3399	chr7	122403331	122403979	0
