batf_id	batf_tag_count	chr_name	chromosome_id	cjun_id	cjun_tag_count	end	ets_id	ets_tag_count	id	id_0_1um_pcc	id_100um_k99a	id_10um_k99a	id_10um_pcc	id_no_peptide	irf4_id	irf4_tag_count	junb_id	junb_tag_count	jund_id	jund_tag_count	start	tag_count_0_1um_pcc	tag_count_100um_k99a	tag_count_10um_k99a	tag_count_10um_pcc	tag_count_no_peptide
0.0	0.0	chr15	16	0.0	0.0	82150798	0.0	0.0	31274	0.0	0.0	31274.0	32756.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82150298	0.0	0.0	8.67	8.66	0.0
0.0	0.0	chr9	12	0.0	0.0	70245561	0.0	0.0	31120	0.0	0.0	31120.0	32512.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70244889	0.0	0.0	8.67	8.66	0.0
17185.0	21.1	chr12	15	13607.0	28.0	112798430	0.0	0.0	31213	0.0	0.0	31213.0	32672.0	0.0	0.0	0.0	18246.0	16.7	10769.0	51.1	112797930	0.0	0.0	8.67	8.66	0.0
0.0	0.0	chr9	12	0.0	0.0	115363771	0.0	0.0	31132	0.0	0.0	31132.0	32528.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115363271	0.0	0.0	8.67	8.66	0.0
2189.0	88.8	chr13	14	3730.0	60.7	113582882	0.0	0.0	29518	0.0	0.0	29518.0	30271.0	0.0	10089.0	38.0	0.0	0.0	5964.0	68.9	113582382	0.0	0.0	10.5	10.4	0.0
0.0	0.0	chr8	10	23451.0	12.3	110912693	0.0	0.0	29395	0.0	0.0	29395.0	30041.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110912193	0.0	0.0	10.5	10.4	0.0
0.0	0.0	chr11	13	0.0	0.0	106572001	0.0	0.0	29481	0.0	0.0	29481.0	30182.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106571207	0.0	0.0	10.5	10.4	0.0
33818.0	7.66	chr11	13	0.0	0.0	106095809	0.0	0.0	29479	0.0	0.0	29479.0	30180.0	0.0	41471.0	10.8	0.0	0.0	0.0	0.0	106095309	0.0	0.0	10.5	10.4	0.0
0.0	0.0	chr5	6	0.0	0.0	136489131	0.0	0.0	24119	0.0	0.0	24119.0	23242.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136488305	0.0	0.0	18.7	18.5	0.0
0.0	0.0	chr4	5	0.0	0.0	88089514	0.0	0.0	25309	0.0	0.0	25309.0	24762.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88089014	0.0	0.0	16.4	16.2	0.0
0.0	0.0	chr8	10	0.0	0.0	127168135	0.0	0.0	31638	0.0	0.0	31638.0	33363.0	0.0	0.0	0.0	0.0	0.0	58728.0	9.69	127167635	0.0	0.0	8.21	8.09	0.0
0.0	0.0	chr7	8	0.0	0.0	144942599	0.0	0.0	31604	0.0	0.0	31604.0	33306.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144942099	0.0	0.0	8.21	8.09	0.0
0.0	0.0	chr12	15	0.0	0.0	54806031	0.0	0.0	31765	0.0	0.0	31765.0	33577.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54805531	0.0	0.0	8.21	8.09	0.0
0.0	0.0	chr11	13	0.0	0.0	106897415	0.0	0.0	31747	0.0	0.0	31747.0	33554.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106896915	0.0	0.0	8.21	8.09	0.0
