Annotation Cluster 1	Enrichment Score: 18.882433060032334
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	protein biosynthesis	32	10.996563573883162	6.246493437296553E-27	EIF6, EEF1B2, NARS, EIF5A, RPS2, KARS, RPS3, IARS, EIF3C, EIF3D, RPL30, EIF3A, EIF3B, RPL7, EIF3G, EIF3E, LARS, EIF3L, EIF3I, MARS, EEF1A1, AIMP2, SARS, AARS, GARS, EPRS, ETF1, RPS8, EIF4G1, RPL22, EIF4H, EEF1E1	285	139	17854	14.422011864192857	1.736525175568442E-24	8.68262587784221E-25	8.250201374948205E-24
GOTERM_BP_FAT	GO:0006412~translation	41	14.0893470790378	1.8574364289694426E-22	EIF6, EEF1B2, NARS, RPL14, EIF5A, RPS2, KARS, RPS3, EIF3C, IARS, EIF3D, EIF3A, RPL30, EIF3B, MRPL12, RPL7, EIF3G, EIF3E, RPL34, LARS, EIF3L, EIF3I, RPS20, MARS, MRPL52, EEF1A1, AIMP2, SARS, AARS, GARS, RPL26, EPRS, MRPS6, ETF1, RPS8, RSL1D1, EIF4G1, RPL41, RPL22, EIF4H, EEF1E1	249	319	13588	7.013735191549898	2.93289212134275E-19	2.93289212134275E-19	3.105356207178658E-19
GOTERM_MF_FAT	GO:0008135~translation factor activity, nucleic acid binding	15	5.154639175257731	1.9415589131501196E-9	EIF6, EEF1A1, EEF1B2, EIF5A, ETF1, EIF4G1, EIF3C, EIF3D, EIF3A, EIF3B, EIF3G, EIF4H, EIF3E, EIF3L, EIF3I	238	98	13288	8.545703995884068	7.688570349273505E-7	2.56285743960305E-7	2.704136736753071E-6

Annotation Cluster 2	Enrichment Score: 10.864716032909168
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	molecular chaperone	11	3.7800687285223367	8.33447544546429E-16	HSPH1, CCT5, HSP90B1, CCT4, CCT8, CCT2, CCT6A, HSPD1, CCT3, CANX, HSPA8	285	14	17854	49.22155388471178	2.469136006766348E-13	3.530509218307998E-14	1.176836406102666E-12
GOTERM_BP_FAT	GO:0006457~protein folding	21	7.216494845360824	1.3907222901730728E-13	HSP90AB1, TCP1, HSP90AA1, FKBP4, AARS, CCT2, FKBP1A, CCT6A, CCT3, CALR, CANX, CCT7, HSPH1, HSP90B1, CCT5, CCT4, CCT8, HSPD1, AHSA1, HSPA8, HSPA9	249	127	13588	9.023432311924864	2.196561821321552E-10	1.0982803555492637E-10	2.325695191984778E-10
SP_PIR_KEYWORDS	Chaperone	21	7.216494845360824	3.135303500405657E-13	HSP90AB1, ABCE1, TCP1, HSP90AA1, CCT2, CCT6A, CCT3, CALR, CANX, ST13, CCT7, HSP90B1, CCT5, CCT4, CCT8, NPM1, POMP, HSPD1, AHSA1, HSPA8, HSPA9	285	150	17854	8.770385964912279	8.716050103885209E-11	8.716027899424716E-12	4.1410208595493714E-10
GOTERM_MF_FAT	GO:0051082~unfolded protein binding	16	5.498281786941581	1.1401346657904942E-12	HSP90AB1, TCP1, HSP90AA1, CCT2, CCT6A, CCT3, CALR, CANX, CCT7, HSP90B1, CCT5, CCT4, NPM1, CCT8, HSPA8, HSPA9	238	70	13288	12.761584633853541	4.51474857499079E-10	4.51474857499079E-10	1.5878742765096376E-9
