# HOMER Peaks
# Peak finding parameters:
# tag directory = /data/mm10/CD4/ChIP/H3K27Ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined
#
# total super enhancers = 586
# super enhancer stitching window = 12500
# super enhancer slope threshold = 1.00
# super enhancer slope moving window = 10
#
# total peaks = 19527
# peak size = 164
# peaks found using tags on both strands
# minimum distance between peaks = 12500
# fragment length = 164
# genome size = 2000000000
# Total tags = 46447053.0
# Total tags in peaks = 18278820.0
# Approximate IP efficiency = 39.35%
# tags per bp = 0.022684
# expected tags per peak = 3.720
# maximum tags considered per bp = 2.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 2.029432e-06
# FDR tag threshold = 16.0
# number of putative peaks = 1033110
#
# input tag directory = /data/mm10/CD4/ChIP/Input/AND-CD4TCell-Input-MNase-Combined/
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 263479
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1082
#
# cmd = findPeaks /data/mm10/CD4/ChIP/H3K27Ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined -i /data/mm10/CD4/ChIP/Input/AND-CD4TCell-Input-MNase-Combined/ -style super -o /data/mm10/CD4/ChIP/H3K27Ac/AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt -L 0
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	superEnhancer slope	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr6-32665	chr6	98981347	99460541	+	9251.7	479194.000	22.000000	0.90
chr14-30118	chr14	54034330	54260005	+	8061.9	225675.000	18.000000	0.90
chr9-35871	chr9	32430503	32798345	+	7147.1	367842.000	20.000000	0.85
chr4-43071	chr4	32126291	32467817	+	7112.3	341526.000	18.000000	0.90
chr13-26621	chr13	30543831	30988066	+	5971.5	444235.000	20.000000	0.95
chr8-46682	chr8	126548598	126924442	+	5902.6	948.602	16.000000	0.83
chr12-28854	chr12	73564988	73915068	+	5532.8	710.288	20.000000	1.01
chr6-33597	chr6	134019494	134420469	+	5248.1	528.494	22.000000	0.94
chr14-39464	chr14	121863274	122088211	+	5012.8	525.266	16.000000	1.02
chr16-10722	chr16	10524738	10868301	+	4759.1	390.629	29.000000	1.01
chr13-36339	chr13	24393775	24737143	+	4757.3	379.159	17.000000	0.96
chr7-58774	chr7	75550796	75893730	+	4696.7	319.763	16.000000	0.90
chr15-37564	chr15	66667857	66921347	+	4643.1	298.049	18.000000	0.84
chr12-36553	chr12	99185683	99701158	+	4623.6	255.847	18.000000	0.90
chr17-36059	chr17	84056553	84368724	+	4120.7	214.406	18.000000	1.09
chr17-35143	chr17	51872971	52187023	+	4106.2	221.829	18.000000	0.96
chr14-24499	chr14	27188088	27437687	+	4017.8	217.151	20.000000	0.90
chr1-31053	chr1	106508038	106717388	+	3836.0	211.408	25.000000	0.94
chr2-45841	chr2	11112986	11297283	+	3800.6	212.421	21.000000	0.99
chr6-56210	chr6	48645371	48803936	+	3743.3	123.813	16.000000	1.04
chr1-55749	chr1	60743451	61003506	+	3706.3	122.828	18.000000	1.02
chr10-54228	chr10	18914668	19210700	+	3667.8	111.648	16.000000	0.90
chr19-24111	chr19	11431168	11612606	+	3641.5	75.630	18.000000	0.90
chr8-17413	chr8	46595570	46953567	+	3617.2	73.122	26.000000	0.98
chr14-32320	chr14	25364071	25660307	+	3534.1	73.026	17.000000	0.85
chr12-10582	chr12	25092457	25400306	+	3524.3	67.971	32.000000	1.26
chr8-44270	chr8	81687132	81905789	+	3488.9	72.649	16.000000	0.97
chr6-53888	chr6	129176018	129334223	+	3477.7	77.476	17.000000	0.90
chr5-40376	chr5	105485533	105755033	+	3454.2	75.158	19.000000	1.11
chr1-71853	chr1	138113177	138305327	+	3397.3	75.704	16.000000	0.89
chr11-59015	chr11	11625469	11847516	+	3384.3	74.685	18.000000	0.90
chr1-59409	chr1	180247142	180435998	+	3323.6	80.415	18.000000	0.90
chr10-24957	chr10	96324718	96503256	+	3274.4	80.983	25.000000	0.98
chr7-58102	chr7	63875834	64065201	+	3261.1	79.136	16.000000	0.90
chr5-21358	chr5	53354976	53614298	+	3175.4	74.290	26.000000	1.25
chr19-20739	chr19	32106931	32345507	+	3170.4	72.265	20.000000	1.01
chr11-73509	chr11	46292371	46488982	+	3107.9	65.476	16.000000	0.90
chr3-45534	chr3	37118930	37335908	+	3094.0	55.941	16.000000	0.96
chr10-47428	chr10	117779118	118024367	+	3079.3	54.309	18.000000	0.84
chr19-27921	chr19	53387423	53579355	+	3045.3	44.406	17.000000	0.90
chr12-39365	chr12	69355441	69596089	+	3041.9	46.953	17.000000	0.90
chr7-17314	chr7	127076895	127321669	+	3013.4	41.020	31.000000	1.07
chr9-51905	chr9	116058728	116271183	+	3009.4	46.204	17.000000	0.96
chr15-41282	chr15	62025325	62287681	+	3003.8	48.179	17.000000	0.90
chr15-37923	chr15	74892252	75034130	+	2965.1	41.161	18.000000	0.90
chr10-48430	chr10	13964221	14141165	+	2947.9	40.709	17.000000	0.90
chr18-16821	chr18	75239844	75541498	+	2913.5	41.726	20.000000	0.95
chr11-76733	chr11	88448665	88721079	+	2875.1	44.528	16.000000	1.14
chr13-42872	chr13	51675543	51900819	+	2851.0	45.289	16.000000	0.96
chr15-40359	chr15	36261153	36498746	+	2850.3	40.423	17.000000	1.08
