# HOMER Peaks
# Peak finding parameters:
# tag directory = /data/mm10/CD4/ChIP/H3K27Ac/AND-CD4TCell-H3K27Ac-1uM-K99A-24h-MNase-Combined
#
# total super enhancers = 398
# super enhancer stitching window = 12500
# super enhancer slope threshold = 1.00
# super enhancer slope moving window = 10
#
# total peaks = 18829
# peak size = 154
# peaks found using tags on both strands
# minimum distance between peaks = 12500
# fragment length = 154
# genome size = 2000000000
# Total tags = 58205145.0
# Total tags in peaks = 25227463.0
# Approximate IP efficiency = 43.34%
# tags per bp = 0.028411
# expected tags per peak = 4.375
# maximum tags considered per bp = 2.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 3.727002e-06
# FDR tag threshold = 17.0
# number of putative peaks = 1333936
#
# input tag directory = /data/mm10/CD4/ChIP/Input/AND-CD4TCell-Input-MNase-Combined/
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 431483
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1094
#
# cmd = findPeaks /data/mm10/CD4/ChIP/H3K27Ac/AND-CD4TCell-H3K27Ac-1uM-K99A-24h-MNase-Combined -i /data/mm10/CD4/ChIP/Input/AND-CD4TCell-Input-MNase-Combined/ -style super -o /data/mm10/CD4/ChIP/H3K27Ac/AND-CD4TCell-H3K27Ac-1uM-K99A-24h-MNase-Combined_superenhancers.txt -L 0
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	superEnhancer slope	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr10-24000	chr10	96080417	96882595	+	11976.6	802178.000	29.000000	1.08
chr9-33647	chr9	32427106	33037215	+	8893.8	610109.000	24.000000	1.05
chr14-43316	chr14	54027416	54272976	+	7691.5	245560.000	18.000000	1.19
chr6-56531	chr6	98981751	99464681	+	6826.3	482930.000	19.000000	0.96
chr7-69186	chr7	75449391	75982113	+	5516.1	532722.000	18.000000	0.90
chr8-47193	chr8	126565443	126971524	+	5421.7	1159.093	19.000000	1.14
chr4-42087	chr4	32117678	32466535	+	5420.8	674.492	21.000000	0.95
chr17-17317	chr17	84100595	84439928	+	5216.3	487.155	29.000000	1.00
chr9-74776	chr9	116058073	116400614	+	4724.5	361.438	17.000000	0.84
chr14-23042	chr14	121861141	122091015	+	4723.6	158.667	25.000000	1.07
chr12-60511	chr12	73561484	73855124	+	4603.9	157.082	17.000000	0.90
chr19-29536	chr19	11335891	11612049	+	4603.6	163.767	19.000000	0.95
chr10-37165	chr10	117709004	118121965	+	4592.8	137.272	24.000000	0.90
chr15-22381	chr15	27488367	27887806	+	4527.3	87.202	27.000000	1.06
chr15-48608	chr15	63924853	64320378	+	4506.9	89.151	19.000000	0.90
chr10-71035	chr10	18909049	19243896	+	4422.5	78.061	17.000000	0.96
chr13-21628	chr13	24359384	24712043	+	4379.1	111.584	25.000000	0.94
chr17-36646	chr17	72888938	73285807	+	4343.2	125.459	21.000000	1.00
chr17-12207	chr17	51872875	52222629	+	4169.8	124.424	33.000000	0.95
chr3-59958	chr3	52429387	52907756	+	4156.5	121.988	17.000000	0.90
chr12-45614	chr12	15876016	16262413	+	4107.4	119.768	19.000000	0.90
chr3-30684	chr3	115640736	115908127	+	3893.8	112.998	24.000000	0.90
chr14-47429	chr14	27187366	27435206	+	3794.8	109.682	17.000000	1.22
chr1-54275	chr1	138090896	138349308	+	3735.8	82.462	22.000000	1.05
chr7-55078	chr7	63852434	64106398	+	3731.0	95.675	20.000000	1.09
chr16-37703	chr16	10515900	10864291	+	3660.7	103.487	18.000000	1.08
chr7-81955	chr7	126999511	127320117	+	3660.4	71.387	17.000000	0.96
chr15-44004	chr15	66677049	66911131	+	3645.5	56.887	20.000000	1.22
chr19-33565	chr19	32104418	32363528	+	3645.3	49.198	18.000000	0.90
chr3-46876	chr3	21837064	22205620	+	3548.0	53.376	19.000000	0.90
chr6-69013	chr6	48645385	48857739	+	3449.2	52.088	17.000000	0.84
chr12-63608	chr12	107072152	107411630	+	3439.7	56.307	17.000000	1.02
chr4-38792	chr4	59140547	59373529	+	3432.9	59.408	22.000000	0.85
chr1-53809	chr1	128529546	128833180	+	3422.9	62.772	22.000000	1.01
chr9-36519	chr9	13890599	14314160	+	3391.5	60.133	23.000000	0.86
chr7-77314	chr7	68057957	68330494	+	3329.4	48.049	17.000000	0.89
chr6-54941	chr6	54698976	54975000	+	3302.2	53.245	19.000000	1.22
chr1-72352	chr1	88539398	88722091	+	3267.7	58.177	19.000000	0.85
