id	chr_name	start	end	chromosome_id	tag_count_13_11_25	id_13_11_25	tag_count_13_11_20	id_13_11_20	tag_count_14_06_11	id_14_06_11
1	chr14	54217223	54224831	11	1010.9	1	2145.7	1.0	5091.2	1.0
2	chr9	32697271	32722895	12	913.0	2	1552.6	2.0	3598.7	2.0
3	chr15	73146871	73169619	16	885.4	3	9.94	43969.0	167.0	11416.0
5	chr2	29620830	29642810	2	820.2	5	357.2	384.0	722.4	540.0
7	chr14	75174487	75194623	11	704.2	7	533.9	106.0	949.5	267.0
8	chr14	54193570	54210384	11	701.2	8	804.3	24.0	2328.5	15.0
13	chr14	54225995	54236995	11	640.5	13	250.5	1033.0	430.4	1760.0
14	chr1	165836857	165854247	1	634.0	14	172.6	2760.0	1252.1	118.0
18	chr11	118232859	118247565	13	572.7	18	629.6	58.0	2470.7	13.0
21	chr12	101005220	101019866	15	545.1	21	641.1	51.0	1495.4	65.0
25	chr6	94675091	94687765	7	505.5	25	14.1	37887.0	736.7	522.0
26	chr14	60731277	60743193	11	503.9	26	566.9	83.0	1112.7	171.0
29	chr7	83646365	83656647	8	494.9	29	44.5	21849.0	1706.3	47.0
31	chr11	34764882	34778732	13	489.4	31	842.5	20.0	1734.0	41.0
32	chr9	32503458	32515544	12	488.4	32	278.2	763.0	1856.1	33.0
37	chr11	11713935	11728539	13	482.4	37	467.0	159.0	3593.9	3.0
38	chr6	41531966	41548156	7	480.9	38	674.6	40.0	2653.0	10.0
42	chr1	134059161	134068727	1	471.3	42	580.5	76.0	1139.4	158.0
43	chr8	123025529	123041051	10	465.3	43	156.9	3490.0	263.4	5452.0
48	chr15	74917463	74931483	16	457.3	48	250.5	1034.0	1713.9	45.0
55	chr15	66790919	66802995	16	448.7	55	1206.5	4.0	2005.0	24.0
56	chr14	54166798	54179294	11	447.2	56	1469.0	3.0	2748.4	8.0
57	chr2	6713720	6724652	2	443.2	57	1043.3	6.0	985.8	247.0
58	chr2	174611271	174620581	2	443.2	58	484.8	140.0	855.1	355.0
61	chr9	13296452	13306272	12	439.7	61	506.7	125.0	1260.6	117.0
65	chr12	110497292	110507628	15	434.7	65	665.2	46.0	1238.7	123.0
67	chr11	46375978	46388242	13	432.7	67	928.2	11.0	646.1	698.0
72	chr3	88143563	88152395	4	421.6	72	465.4	161.0	1413.3	81.0
75	chr14	121363756	121374358	11	421.1	75	470.7	154.0	1745.4	40.0
76	chr1	131191222	131201344	1	420.1	76	900.0	13.0	1733.0	42.0
82	chr17	84139721	84150353	18	411.6	82	425.2	216.0	815.0	399.0
83	chr9	63732804	63742784	12	408.1	83	91.5	10850.0	806.4	413.0
84	chr2	60863738	60876830	2	407.6	84	255.2	981.0	22.9	40375.0
88	chr15	55843224	55856610	16	400.0	88	445.0	189.0	142.2	13638.0
89	chr6	83409134	83419380	7	399.5	89	408.9	247.0	627.9	750.0
90	chr11	87743199	87754493	13	397.5	90	853.5	18.0	2232.1	18.0
93	chr8	119420371	119428489	10	391.5	93	491.6	137.0	686.1	608.0
94	chr2	6702848	6712786	2	388.0	94	1043.3	6.0	689.0	602.0
102	chr14	54150496	54165410	11	379.5	102	1469.0	3.0	2748.4	8.0
104	chr17	5801153	5808607	18	378.5	104	405.8	256.0	508.6	1203.0
112	chr8	126658982	126667750	10	368.4	112	133.4	5131.0	854.1	357.0
113	chr12	113040016	113047594	15	368.4	113	229.1	1309.0	704.3	577.0
115	chr9	61675475	61685005	12	365.9	115	343.1	423.0	610.8	793.0
117	chr19	32265801	32276889	21	363.9	117	630.2	57.0	710.0	567.0
118	chr18	75370298	75379712	20	363.4	118	675.1	38.0	2849.6	7.0
119	chr2	168575795	168585643	2	360.9	119	84.7	12096.0	303.5	4022.0
121	chr9	63719616	63728476	12	359.9	121	157.9	3434.0	254.8	5861.0
122	chr17	84112840	84120682	18	359.9	122	457.1	171.0	1004.9	236.0
128	chr8	72347462	72355872	10	356.9	128	714.9	34.0	1484.9	68.0
129	chr6	114898773	114911009	7	356.4	129	39.2	23635.0	51.5	27574.0
137	chr5	34192978	34200298	6	352.4	137	320.0	533.0	369.3	2542.0
140	chr15	66808441	66816451	16	351.9	140	1206.5	4.0	2005.0	24.0
